sentences	gold	predict	probability
('从童年开始关于过年的故事在我眼前浮现：那平日让我牵肠挂肚，终日在黄土地上耕作的父母、亲戚、朋友……真想不到背着银幕过年，说不清楚的感觉差点儿没让我流下泪来。', '从童年开始关于过年的故事在我眼前浮现：那平日让我牵肠挂肚，终日在黄土地上耕作的父母、亲戚、朋友……真想不到背着银幕过年，说不清楚的感觉差点儿让我流下泪来。', '差点没')	1	1	[2.6550279e-05, 0.9999734]
('要不是梁经理及时拉住，她差点没一脚把那人自三十二级楼梯上踢下去！', '要不是梁经理及时拉住，她差点一脚把那人自三十二级楼梯上踢下去！', '差点没')	1	1	[2.7234684e-05, 0.9999728]
('”绍文跳得老高，差点没有摔到花车下面去。', '”绍文跳得老高，差点摔到花车下面去。', '差点没')	1	1	[2.364985e-05, 0.9999764]
('他敢保证，当他向她提出这个要求时，曹子婕的眼里绝对隐含着笑意，而且竭尽心力的忍着，就差没当着它的面爆笑出来而已。', '他敢保证，当他向她提出这个要求时，曹子婕的眼里绝对隐含着笑意，而且竭尽心力的忍着，就差当着它的面爆笑出来而已。', '就差没')	1	1	[2.4363984e-05, 0.9999757]
('上一页下一页冰秋美人０３当柳浩和冰儿果然在“南北镖局”，寻得秦老怪预先保的镖……第一个锦囊里的谜题的答案时，柳浩差点没气得七窍生烟，当场活活被气死。', '上一页下一页冰秋美人０３当柳浩和冰儿果然在“南北镖局”，寻得秦老怪预先保的镖……第一个锦囊里的谜题的答案时，柳浩差点气得七窍生烟，当场活活被气死。', '差点没')	1	1	[2.7852984e-05, 0.9999721]
('这男人的确没十分像也有九点九分像，就只差没流口水了！', '这男人的确没十分像也有九点九分像，就只差流口水了！', '只差没')	1	1	[2.331942e-05, 0.99997663]
('也难怪自己当时会在电影院被她吓到，因为自他认……不，是有记忆以来，几乎没见她哭过，只有那一次，她溺水转醒，因心中的恐惧放声大哭，之后几乎就再也没瞧见她哭。', '也难怪自己当时会在电影院被她吓到，因为自他认……不，是有记忆以来，几乎见她哭过，只有那一次，她溺水转醒，因心中的恐惧放声大哭，之后几乎就再也没瞧见她哭。', '几乎没')	0	0	[0.9999386, 6.142233e-05]
('那些日子，Ｍ与Ｆ等人一样几乎没睡过一个安稳觉，眼睛熬得红红的，精神几近崩溃。', '那些日子，Ｍ与Ｆ等人一样几乎睡过一个安稳觉，眼睛熬得红红的，精神几近崩溃。', '几乎没')	0	0	[0.9999398, 6.0145532e-05]
('子准只差没将她绑在床上。', '子准只差将她绑在床上。', '只差没')	1	1	[2.3987202e-05, 0.99997604]
('他讲得满头满脸都是汗，一边高声喊叫，一边拍着桌子，一边指着朱延年，气愤愤地说个不休，那唾沫星子直往外喷，差一点没喷到马丽琳的脸蛋上。', '他讲得满头满脸都是汗，一边高声喊叫，一边拍着桌子，一边指着朱延年，气愤愤地说个不休，那唾沫星子直往外喷，差一点喷到马丽琳的脸蛋上。', '差点没')	1	1	[2.5131678e-05, 0.99997485]
('”“好不懂事的孩子。中年美妇瞪了一眼。', '”“好懂事的孩子。中年美妇瞪了一眼。', '好不a')	0	0	[0.99992085, 7.9104306e-05]
('”丁仪安只差没有吼叫呐喊，但整颗心都在滴血。', '”丁仪安只差吼叫呐喊，但整颗心都在滴血。', '只差没')	1	1	[2.388314e-05, 0.99997616]
('寒光毕现，一道银弧从野村的颌下掠过“航空曲尺”，他几乎没感到痛疼，手一松，眼睁睁地，看着自己慢慢倒下，喉咙发出“咯咯”的断裂声。', '寒光毕现，一道银弧从野村的颌下掠过“航空曲尺”，他几乎感到痛疼，手一松，眼睁睁地，看着自己慢慢倒下，喉咙发出“咯咯”的断裂声。', '几乎没')	0	0	[0.99994195, 5.8007456e-05]
('”墨云说：“是我表妹，你放老实点啊，你要是敢打她的主意，看我不扯了你的肠根。', '”墨云说：“是我表妹，你放老实点啊，你要是敢打她的主意，看我扯了你的肠根。', '看我不')	1	1	[2.5145775e-05, 0.99997485]
('房间里，时钟滴答滴答有节奏地响着，冬妮亚低下头，使劲咬着嘴唇，差点没哭出声来。', '房间里，时钟滴答滴答有节奏地响着，冬妮亚低下头，使劲咬着嘴唇，差点哭出声来。', '差点没')	1	1	[2.4269022e-05, 0.9999757]
('他力持镇定，肚子里却笑不可抑——光看欧阳敏身躯一僵，脸色乍变的情况，昨晚的一切『不便』（包括差点没让他染上肺炎的冷水澡）就值回票价！', '他力持镇定，肚子里却笑不可抑——光看欧阳敏身躯一僵，脸色乍变的情况，昨晚的一切『不便』（包括差点让他染上肺炎的冷水澡）就值回票价！', '差点没')	1	1	[3.7101025e-05, 0.9999629]
('烧——”这个呼声几乎没得到任何响应。', '烧——”这个呼声几乎得到任何响应。', '几乎没')	0	0	[0.99993896, 6.1046856e-05]
('她幻想那副样子，差点没笑出来。', '她幻想那副样子，差点笑出来。', '差点没')	1	1	[2.447509e-05, 0.99997556]
('对方看我不再滔滔不绝地接下去，立即晓得鸣金收兵，转换话题。', '对方看我再滔滔不绝地接下去，立即晓得鸣金收兵，转换话题。', '看我不')	0	0	[0.99970406, 0.00029587105]
('“去年他班上的学生全考上了大学，他就名气大了，”程心雯说：“不过，他教书真的教得好，这次为了导师问题，闹得好不愉快。张子明气坏了，曹老头也生气，因为仁班不要曹老头做导师，说凭什么康南该教孝班，她们就该轮到曹老头。', '“去年他班上的学生全考上了大学，他就名气大了，”程心雯说：“不过，他教书真的教得好，这次为了导师问题，闹得好愉快。张子明气坏了，曹老头也生气，因为仁班不要曹老头做导师，说凭什么康南该教孝班，她们就该轮到曹老头。', '好不a')	0	0	[0.97939646, 0.020603511]
('宝儿瞪着他，而他更气人地一迳哈哈大笑，好不快乐。“我警告你——”她举起手指着他，正想好好警告他时却被打断。', '宝儿瞪着他，而他更气人地一迳哈哈大笑，好快乐。“我警告你——”她举起手指着他，正想好好警告他时却被打断。', '好不a')	1	1	[2.94848e-05, 0.99997056]
('”不是他的错，当然也不是蓓云的错，就差没说是社会的错。', '”不是他的错，当然也不是蓓云的错，就差说是社会的错。', '就差没')	1	1	[2.5485306e-05, 0.9999745]
('你胆敢瞧不起本公主，看我不撕烂你的嘴！', '你胆敢瞧不起本公主，看我撕烂你的嘴！', '看我不')	1	1	[2.6536154e-05, 0.9999734]
('看我不打得他四肢残废，我就不姓方！', '看我打得他四肢残废，我就不姓方！', '看我不')	1	1	[3.0834584e-05, 0.9999691]
('从婴儿的内衣、鞋子、外衣，一直到奶瓶、奶嘴、浴巾、浴盆……凡是婴儿用得到的东西，她几乎没错过。“姊，你买这些东西做什么？', '从婴儿的内衣、鞋子、外衣，一直到奶瓶、奶嘴、浴巾、浴盆……凡是婴儿用得到的东西，她几乎错过。“姊，你买这些东西做什么？', '几乎没')	0	0	[0.99993527, 6.473329e-05]
('当时我和他关系已经很好了，[就差没]表白。', '当时我和他关系已经很好了，[就差没]表白。', '就差没')	1	1	[2.5983138e-05, 0.999974]
('民国六年发大水，使了冯老兰的钱，还不起本息，和冯家大院里嚷过几次仗，差一点没把我治到衙门里去。', '民国六年发大水，使了冯老兰的钱，还不起本息，和冯家大院里嚷过几次仗，差一点把我治到衙门里去。', '差点没')	1	1	[2.880636e-05, 0.99997115]
('约瑟芬失踪时，穆雷就像发了疯似的到处寻找，只差没把蓝月山庄翻过来，之后，更是过了一段惨淡悲伤的日子，所以你可以想见在乍见这条项链时，穆雷心中会有多激动了。', '约瑟芬失踪时，穆雷就像发了疯似的到处寻找，只差把蓝月山庄翻过来，之后，更是过了一段惨淡悲伤的日子，所以你可以想见在乍见这条项链时，穆雷心中会有多激动了。', '只差没')	1	1	[2.3974555e-05, 0.99997604]
('潘汝侦得旨，好不高兴，马上带人亲去西湖边勘察建祠的地方。', '潘汝侦得旨，好高兴，马上带人亲去西湖边勘察建祠的地方。', '好不a')	1	1	[0.00014154719, 0.9998584]
('早些年羽毛未丰，凭一腔青春热血冲冲打打的陈永康，就差点没被有的疑难案子难住，也有过在迷宫式的案件中反反复复折腾的苦恼。', '早些年羽毛未丰，凭一腔青春热血冲冲打打的陈永康，就差点被有的疑难案子难住，也有过在迷宫式的案件中反反复复折腾的苦恼。', '差点没')	1	1	[2.8434353e-05, 0.9999715]
('小姨十分憔悴，她面色苍白，眼睛深凹，弱不禁风，满都固勒险些没有认出她来。', '小姨十分憔悴，她面色苍白，眼睛深凹，弱不禁风，满都固勒险些有认出她来。', '险些没')	0	0	[0.9999386, 6.134353e-05]
('他们俩纵情欢乐了一阵子后，就拿神父的愚蠢当作笑柄谈着，又拿那班梳羊毛的、打羊毛的、织羊毛的人讥笑了一番，愈谈愈高兴，玩儿得好不痛快。分别之前，他们又订下密约，此后，再不用神父他老人家来烦神，这一对情人又度了好几个春宵。', '他们俩纵情欢乐了一阵子后，就拿神父的愚蠢当作笑柄谈着，又拿那班梳羊毛的、打羊毛的、织羊毛的人讥笑了一番，愈谈愈高兴，玩儿得好痛快。分别之前，他们又订下密约，此后，再不用神父他老人家来烦神，这一对情人又度了好几个春宵。', '好不a')	1	1	[2.8761702e-05, 0.9999713]
('可是当她欲寻出去的路径时，失望的发现这是个封闭的空间，再往上一看，还她差点没了呼吸。', '可是当她欲寻出去的路径时，失望的发现这是个封闭的空间，再往上一看，还她差点了呼吸。', '差点没')	0	0	[0.9972397, 0.0027603053]
('只有那位宣传处长摇着大脑袋，出了口长气：“好家伙，这个新年，差一点儿没被送到宪兵队去过。', '只有那位宣传处长摇着大脑袋，出了口长气：“好家伙，这个新年，差一点儿被送到宪兵队去过。', '差点没')	1	1	[0.00032752467, 0.99967253]
('近来旧剧呀，新剧呀，好不热闹！我也想出个新花样，写了一出俳剧。', '近来旧剧呀，新剧呀，好热闹！我也想出个新花样，写了一出俳剧。', '好不a')	1	1	[2.6122494e-05, 0.9999739]
('”她越说越大声，越说越生气，到最后气得差点没朝着话筒吐口水。', '”她越说越大声，越说越生气，到最后气得差点朝着话筒吐口水。', '差点没')	1	1	[2.71518e-05, 0.9999728]
('黄锦辉几乎没等郑永和说完，就把话题抢去了。', '黄锦辉几乎等郑永和说完，就把话题抢去了。', '几乎没')	0	0	[0.9999231, 7.685306e-05]
('嫔儿忍不住伸伸懒腰，然后更加偎进他那充满安全感的男性怀抱里，只差没学猫咪‘喵喵’叫而已。', '嫔儿忍不住伸伸懒腰，然后更加偎进他那充满安全感的男性怀抱里，只差学猫咪‘喵喵’叫而已。', '只差没')	1	1	[2.3796087e-05, 0.99997616]
('马原就是小说，小说就是马原，马原就靠写小说生存(精神上的生存)，除了写小说，他几乎没别的事干，也几乎不会干别的事。', '马原就是小说，小说就是马原，马原就靠写小说生存(精神上的生存)，除了写小说，他几乎别的事干，也几乎不会干别的事。', '几乎没')	0	0	[0.99994123, 5.8809466e-05]
('”殷红接口，好不高兴，这表示她看起来还非常年轻呢！', '”殷红接口，好高兴，这表示她看起来还非常年轻呢！', '好不a')	1	1	[0.00088160275, 0.9991184]
('胡树、胡松两兄弟将身一拱，象两匹小老虎似地跳了出来，一个搂着周炳的脖子、一个缠着周炳的腰，把他按到饭桌旁边的木板床上坐下，差一点没跟他三个人滚做一团。', '胡树、胡松两兄弟将身一拱，象两匹小老虎似地跳了出来，一个搂着周炳的脖子、一个缠着周炳的腰，把他按到饭桌旁边的木板床上坐下，差一点跟他三个人滚做一团。', '差点没')	1	1	[2.7609367e-05, 0.99997234]
('”灵均赶忙介入打圆场，陪给会长一个充满歉意的甜笑，只差没鞠躬哈腰，频呼“家教不好，失礼、失礼”。', '”灵均赶忙介入打圆场，陪给会长一个充满歉意的甜笑，只差鞠躬哈腰，频呼“家教不好，失礼、失礼”。', '只差没')	1	1	[2.3936358e-05, 0.99997604]
('可是当看到他在《加勒比海盗》上的第一个镜头的时候，我差点没有晕倒在座位上，这个眼影黑得如熊猫一般，头发油腻凌乱如稻草，还在胡子上扎两个小辫子的黝黑男人真的是那个强尼·戴普吗。', '可是当看到他在《加勒比海盗》上的第一个镜头的时候，我差点晕倒在座位上，这个眼影黑得如熊猫一般，头发油腻凌乱如稻草，还在胡子上扎两个小辫子的黝黑男人真的是那个强尼·戴普吗。', '差点没')	1	1	[2.5627296e-05, 0.99997437]
('哦，彼得找到的原来是一笔早已过时早已埋葬的财富，这东西的幽灵直吓得他差点儿没发疯！', '哦，彼得找到的原来是一笔早已过时早已埋葬的财富，这东西的幽灵直吓得他差点儿发疯！', '差点没')	1	1	[2.5444655e-05, 0.9999746]
('”她差点没将我乱棍打出来。', '”她差点将我乱棍打出来。', '差点没')	1	1	[2.7939554e-05, 0.9999721]
('去客栈吧往这边走走吧。天黑了这黑咕隆咚的小巷里可要小心别出事呢。', '去客栈吧往这边走走吧。天黑了这黑咕隆咚的小巷里可要小心出事呢。', '小心别')	1	1	[3.276576e-05, 0.9999672]
('我的上司差一点没把我给杀死，第二天我再次被派到新缪灵。', '我的上司差一点把我给杀死，第二天我再次被派到新缪灵。', '差点没')	1	1	[2.8475546e-05, 0.9999715]
('迁居美洲大陆的移民几乎没带来什么文化，因为他们来自欧亚大陆最落后的地区之——西伯利亚东北...', '迁居美洲大陆的移民几乎带来什么文化，因为他们来自欧亚大陆最落后的地区之——西伯利亚东北...', '几乎没')	0	0	[0.9999387, 6.126952e-05]
('“小心别烫着，”他又舀了一汤匙，同样吹凉了才喂她，“好吃吗？', '“小心烫着，”他又舀了一汤匙，同样吹凉了才喂她，“好吃吗？', '小心别')	1	1	[2.6633206e-05, 0.9999734]
('过去一年，全球考古学界掘遍了中东半岛每一处可能的区域，只差没敲敲海珊的大门，请问他家的后院可不可以借挖几分钟，可惜，“精铜化文明”仍然只是传说。', '过去一年，全球考古学界掘遍了中东半岛每一处可能的区域，只差敲敲海珊的大门，请问他家的后院可不可以借挖几分钟，可惜，“精铜化文明”仍然只是传说。', '只差没')	1	1	[2.4145009e-05, 0.9999758]
('可是当您站起来的时候，把这张钞票从右手放到左手里，差点儿没把它丢掉。', '可是当您站起来的时候，把这张钞票从右手放到左手里，差点儿把它丢掉。', '差点没')	1	1	[2.7267688e-05, 0.9999727]
('回到我住的公寓，我开始读《变形记》。读了第一行，差点没使我从床上掉下来。', '回到我住的公寓，我开始读《变形记》。读了第一行，差点使我从床上掉下来。', '差点没')	1	1	[2.7079734e-05, 0.99997294]
('不知你发现没有，生活中有一种现象，逛大街你常会见到一些很不起眼的小伙子和一位婀娜多姿的迷人的小姐手挽手在商店溜达，让人好不羡慕。', '不知你发现没有，生活中有一种现象，逛大街你常会见到一些很不起眼的小伙子和一位婀娜多姿的迷人的小姐手挽手在商店溜达，让人好羡慕。', '好不a')	1	1	[2.8990704e-05, 0.99997103]
('这六个人来得好不突然？胜字旗孟坚和瞧得不由一楞，这六位不速之客，除了走在最后的青衫儒生之外，自己全部认识。', '这六个人来得好突然？胜字旗孟坚和瞧得不由一楞，这六位不速之客，除了走在最后的青衫儒生之外，自己全部认识。', '好不a')	1	1	[8.128769e-05, 0.9999187]
('琼恩几乎没听到他的话。', '琼恩几乎听到他的话。', '几乎没')	0	0	[0.9999349, 6.510219e-05]
('“我才没那么倒霉……”她的“楣”字音还没落下，滕冲之就推开门走了进来，他的眼睛在看到花巧以后，凸得可严重了，只差没蹦出来而已。', '“我才没那么倒霉……”她的“楣”字音还没落下，滕冲之就推开门走了进来，他的眼睛在看到花巧以后，凸得可严重了，只差蹦出来而已。', '只差没')	1	1	[2.3200151e-05, 0.99997675]
('看他此刻手抱美人好不风流得意，等会见他去开车时会笑不出来，大概也哭不出来。', '看他此刻手抱美人好风流得意，等会见他去开车时会笑不出来，大概也哭不出来。', '好不a')	1	1	[2.621543e-05, 0.9999738]
('你知不知道我被晶晶和莹莹骂得差点没臭头。', '你知不知道我被晶晶和莹莹骂得差点臭头。', '差点没')	1	1	[3.451565e-05, 0.9999654]
('”“女……”她差点没呛到，“女……”她又吞了口口水。', '”“女……”她差点呛到，“女……”她又吞了口口水。', '差点没')	1	1	[2.4992649e-05, 0.99997497]
('她想到两天前他和承武起冲突，当时两人只差没在她房里大打出手。', '她想到两天前他和承武起冲突，当时两人只差在她房里大打出手。', '只差没')	1	1	[2.4024012e-05, 0.9999759]
('若以为自己总还多少占点理儿，便气汹汹的兴师问罪，难免不被人认为是狗仗人势。就是别人不说，清夜扪心，想想自己何以如此气壮，能不感到愧作么？', '若以为自己总还多少占点理儿，便气汹汹的兴师问罪，难免被人认为是狗仗人势。就是别人不说，清夜扪心，想想自己何以如此气壮，能不感到愧作么？', '难免不')	1	1	[3.0178118e-05, 0.99996984]
('可是，正当我要转达口信时，我认出了那人原来是莫雷尔，此人是我叔父的随身男仆之子，多少往事顿时浮现在我脑海，他的出现令我好不惊诧，可以说给我带来了欢乐！', '可是，正当我要转达口信时，我认出了那人原来是莫雷尔，此人是我叔父的随身男仆之子，多少往事顿时浮现在我脑海，他的出现令我好惊诧，可以说给我带来了欢乐！', '好不a')	1	1	[2.9801919e-05, 0.9999702]
('顾不得云涌似的忐忑，她的目光开始在这间雅室里来回梭巡，而在看到她左侧方写着“福华厅”时，她呻吟了一声，差点没有当场晕了过去。', '顾不得云涌似的忐忑，她的目光开始在这间雅室里来回梭巡，而在看到她左侧方写着“福华厅”时，她呻吟了一声，差点当场晕了过去。', '差点没')	1	1	[2.4873547e-05, 0.9999751]
('”任沐需当下感激涕零，只差没有跪地膜拜。', '”任沐需当下感激涕零，只差跪地膜拜。', '只差没')	1	1	[2.4406027e-05, 0.99997556]
('我们只有一把钥匙，由我带在身上，他那天晚上连门也没能进，还差点没赶上末班车。', '我们只有一把钥匙，由我带在身上，他那天晚上连门也没能进，还差点赶上末班车。', '差点没')	0	0	[0.99984777, 0.00015224876]
('”他的手差一点没有指在胡三杯的鼻尖上。', '”他的手差一点指在胡三杯的鼻尖上。', '差点没')	1	1	[3.0470423e-05, 0.9999695]
('温中差点没吐血。', '温中差点吐血。', '差点没')	1	1	[2.5324534e-05, 0.9999747]
('红拂上吊那天，皇上赐了一桌酒宴，红拂吃的好不开心。谁知乐极生悲，吃完了还得喝肥皂水，把它完全吐出来。', '红拂上吊那天，皇上赐了一桌酒宴，红拂吃的好开心。谁知乐极生悲，吃完了还得喝肥皂水，把它完全吐出来。', '好不a')	1	1	[2.8426412e-05, 0.9999716]
('”看见他担心的眼神，杏儿给他一个放心的微笑，站起来收拾着几乎没动到的碗盘。', '”看见他担心的眼神，杏儿给他一个放心的微笑，站起来收拾着几乎动到的碗盘。', '几乎没')	0	0	[0.9999399, 6.0047187e-05]
('原来怪物已飞扑过来，幸而二猿看出危机，连啸示警，白猿见势不妙，首先飞纵过来，将余式一把挟起，纵向一旁，就这样，差一点没被利爪抓中。', '原来怪物已飞扑过来，幸而二猿看出危机，连啸示警，白猿见势不妙，首先飞纵过来，将余式一把挟起，纵向一旁，就这样，差一点被利爪抓中。', '差点没')	1	1	[2.6747337e-05, 0.9999733]
('这三个月来他要应付原来那群手下，又要搞定战家的四海航运，差点没让他累死在海龙岛上。', '这三个月来他要应付原来那群手下，又要搞定战家的四海航运，差点让他累死在海龙岛上。', '差点没')	1	1	[2.6123367e-05, 0.9999739]
('这一跤摔的好不疼痛，一时间抚着脸，怔怔的愣在地上。', '这一跤摔的好疼痛，一时间抚着脸，怔怔的愣在地上。', '好不a')	1	1	[2.9332286e-05, 0.9999707]
('女人肥胖的光脊背上打了一巴掌，声音响得整个走廊里都听得见。“小心别再让我听见你的声音！”', '女人肥胖的光脊背上打了一巴掌，声音响得整个走廊里都听得见。“小心再让我听见你的声音！”', '小心别')	1	0	[0.6630624, 0.33693764]
('不过小心别烫着了。', '不过小心烫着了。', '小心别')	1	1	[2.6597365e-05, 0.9999734]
('球赛结束后，瀚宇和同学们领了导师颁发的奖金，班上五十来个男孩子跑到学校隔邻的餐饮店大吃特吃，一群人疯得好不愉快。墨依正眼凝着自个儿桌上的餐点，耳朵却挂记着角落那群男孩的吵闹声。', '球赛结束后，瀚宇和同学们领了导师颁发的奖金，班上五十来个男孩子跑到学校隔邻的餐饮店大吃特吃，一群人疯得好愉快。墨依正眼凝着自个儿桌上的餐点，耳朵却挂记着角落那群男孩的吵闹声。', '好不a')	1	1	[3.0797502e-05, 0.99996924]
('"他们认为,过去的旱厕虽臭,但毕竟在室外。现在要把厕所建在屋内,尽管是水冲式的也难免不臭;而旺堆的两个孩子则认为室内厕所既方便、又干净,一致拍手称赞。"', '"他们认为,过去的旱厕虽臭,但毕竟在室外。现在要把厕所建在屋内,尽管是水冲式的也难免臭;而旺堆的两个孩子则认为室内厕所既方便、又干净,一致拍手称赞。"', '难免不')	1	1	[0.00017081885, 0.9998292]
('☆☆☆当冉夫人看到好几个月不见的儿子抱着一位用美丽已不足以形容的美人儿下马车时，她感觉似有一道闪电打在自己的身上，巨大的冲击让她差点没有当场昏厥过去。', '☆☆☆当冉夫人看到好几个月不见的儿子抱着一位用美丽已不足以形容的美人儿下马车时，她感觉似有一道闪电打在自己的身上，巨大的冲击让她差点当场昏厥过去。', '差点没')	1	1	[2.5478379e-05, 0.9999745]
('”吓破胆的毛贼只差没屁滚尿流，“是杨庸……”杨庸！', '”吓破胆的毛贼只差屁滚尿流，“是杨庸……”杨庸！', '只差没')	1	1	[2.3629154e-05, 0.9999764]
('狂笑的禹立纲立刻闭起嘴巴，但那丰富的笑意怎么也收不了，全窜到他的眼角及嘴角上，憋得好不辛苦。“心瑜，你老实说，”禹立网忍住笑意问她，“你……是不是爱上我了？', '狂笑的禹立纲立刻闭起嘴巴，但那丰富的笑意怎么也收不了，全窜到他的眼角及嘴角上，憋得好辛苦。“心瑜，你老实说，”禹立网忍住笑意问她，“你……是不是爱上我了？', '好不a')	1	1	[2.5204668e-05, 0.99997485]
('在某省电视台的一个游戏节目上，一著名歌手将苏轼词中的“大浪淘沙”写成“大狼逃杀”。台下观众哄然大笑，她还以为自己有水平，好不得意。', '在某省电视台的一个游戏节目上，一著名歌手将苏轼词中的“大浪淘沙”写成“大狼逃杀”。台下观众哄然大笑，她还以为自己有水平，好得意。', '好不a')	1	1	[2.7227568e-05, 0.9999728]
('他往敌人一喷，结果，倒射在自己眼上，差点没穿脑而出，还好避了另一只……不过，一只眼睛算是废了——你好狠啊你！', '他往敌人一喷，结果，倒射在自己眼上，差点穿脑而出，还好避了另一只……不过，一只眼睛算是废了——你好狠啊你！', '差点没')	1	1	[0.00037239122, 0.9996276]
('广岛传真莫慧兰喜得４枚体操金牌，好不开心。', '广岛传真莫慧兰喜得４枚体操金牌，好开心。', '好不a')	1	1	[3.088659e-05, 0.9999691]
('听富海言道，他离去的半个月间，她还聚集了几个丫环组成一支彩球队，没事便在旁院踢踢玩玩，好不热闹——轻叹口气，他招了招手，要她过来。', '听富海言道，他离去的半个月间，她还聚集了几个丫环组成一支彩球队，没事便在旁院踢踢玩玩，好热闹——轻叹口气，他招了招手，要她过来。', '好不a')	1	1	[2.5796535e-05, 0.99997425]
('”问话时的母夜叉只差没拿起斧头砍人，而凶杀案中的男主角却还不知死活的抚脸叹息，丝毫未曾察觉到响彻天际的咬牙声。', '”问话时的母夜叉只差拿起斧头砍人，而凶杀案中的男主角却还不知死活的抚脸叹息，丝毫未曾察觉到响彻天际的咬牙声。', '只差没')	1	1	[2.3877516e-05, 0.99997616]
('她揉动我，催促我，看我不应，她又把冷水来冰我的额头，把仁丹来渡在我的口里，我只把口张着，连仁丹也不咽一下。', '她揉动我，催促我，看我应，她又把冷水来冰我的额头，把仁丹来渡在我的口里，我只把口张着，连仁丹也不咽一下。', '看我不')	0	0	[0.9999335, 6.649035e-05]
('满都固勒大喜过望，他托人给小姨带了一封信去，告诉她他也活着，负过几次伤，差点儿没死，现在是察哈尔党组织的领导，同时还是当地地方武装的负责人。', '满都固勒大喜过望，他托人给小姨带了一封信去，告诉她他也活着，负过几次伤，差点儿死，现在是察哈尔党组织的领导，同时还是当地地方武装的负责人。', '差点没')	1	1	[3.4597117e-05, 0.9999654]
('小姨想不到鲁辉煌会说出这样一番话来，她被这样的一番话感动了，同时感激得差点没流下泪来。', '小姨想不到鲁辉煌会说出这样一番话来，她被这样的一番话感动了，同时感激得差点流下泪来。', '差点没')	1	1	[2.4269902e-05, 0.9999757]
('小千又骂：“好好打倒也罢了，还胡胡乱给我通电，电得我匹匹差（发抖），只差没咽下这口气，你到底还有没有良心？', '小千又骂：“好好打倒也罢了，还胡胡乱给我通电，电得我匹匹差（发抖），只差咽下这口气，你到底还有没有良心？', '只差没')	1	1	[2.3408504e-05, 0.99997663]
('”大伙儿好不认真，交头接耳，议论纷纷。', '”大伙儿好认真，交头接耳，议论纷纷。', '好不a')	1	1	[7.959024e-05, 0.99992037]
('3月14日，南平电机厂里好不热闹，这里正举行女职工“学比创”岗位练兵比赛。', '3月14日，南平电机厂里好热闹，这里正举行女职工“学比创”岗位练兵比赛。', '好不a')	1	1	[2.6468018e-05, 0.99997354]
('”燕青道：“那只是技巧而已，你跟她们斗了半天，我已经看准了她们的虚实，才一击成功，可是我已经累得差点没倒下去，等她们一走，我实在撑不住了。', '”燕青道：“那只是技巧而已，你跟她们斗了半天，我已经看准了她们的虚实，才一击成功，可是我已经累得差点倒下去，等她们一走，我实在撑不住了。', '差点没')	1	1	[2.7109061e-05, 0.99997294]
('“你，比小时候变得多了，我差点没有把你认出来，要不是他们提起你的名字……”这回是我微微提起嘴角，有意无意的显露着我那一排整齐雪白的牙齿，他的话语，我的笑意同样是那么讽刺。', '“你，比小时候变得多了，我差点把你认出来，要不是他们提起你的名字……”这回是我微微提起嘴角，有意无意的显露着我那一排整齐雪白的牙齿，他的话语，我的笑意同样是那么讽刺。', '差点没')	0	0	[0.99993, 6.992589e-05]
('”丁子禾抱着轮鞋喜孜孜的说，差点没亲吻上去。', '”丁子禾抱着轮鞋喜孜孜的说，差点亲吻上去。', '差点没')	1	1	[2.5844178e-05, 0.99997413]
('黄荣只差没跪下了：“公孙兄，您这是……”公孙奇不说话，两手按着桌子，慢慢站了起来，转过身子，沉重地走了，弄得店里的人莫名其妙。', '黄荣只差跪下了：“公孙兄，您这是……”公孙奇不说话，两手按着桌子，慢慢站了起来，转过身子，沉重地走了，弄得店里的人莫名其妙。', '只差没')	1	1	[2.3904557e-05, 0.99997604]
('保姆做饭让在旁边玩就行了，只是小心别伤着。', '保姆做饭让在旁边玩就行了，只是小心伤着。', '小心别')	1	1	[2.7437132e-05, 0.9999726]
('不由心中暗忖：“好厉害的老人，他只向上一捧掌，竟把这温世海击成了这样……”心中好不快意，有意打趣地一指温世海双手，装着吃惊着：“咦？', '不由心中暗忖：“好厉害的老人，他只向上一捧掌，竟把这温世海击成了这样……”心中好快意，有意打趣地一指温世海双手，装着吃惊着：“咦？', '好不a')	1	1	[4.2884334e-05, 0.9999571]
('骄阳的醋热，驱不走斗场上笼罩着的森森煞气，龙栖坪上，气氛在无比的紧张中，带着无比的肃杀，而人们的心也在狂跳着，热血在澎湃着，环境，融合着人们心里的感触，好不壮观，好不惨烈。', '骄阳的醋热，驱不走斗场上笼罩着的森森煞气，龙栖坪上，气氛在无比的紧张中，带着无比的肃杀，而人们的心也在狂跳着，热血在澎湃着，环境，融合着人们心里的感触，好不壮观，好惨烈。', '好不a')	1	1	[2.5871206e-05, 0.99997413]
('好像是对他犹豫的惩罚似的，他的脚踩在草丛中时，陷了进去，差点没能拔出鞋来。', '好像是对他犹豫的惩罚似的，他的脚踩在草丛中时，陷了进去，差点能拔出鞋来。', '差点没')	0	0	[0.998926, 0.0010739433]
